,movie_id,title,category,year,Poster,Director,Actors,Runtime
737,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Comedy,1964,https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Stanley Kubrick,"Peter Sellers, George C. Scott, Sterling Hayden",95 min
738,751,Careful ,Comedy,1992,https://m.media-amazon.com/images/M/MV5BMTU2Mjk4MTEzN15BMl5BanBnXkFtZTgwNTExNTkwMzE@._V1_SX300.jpg,Guy Maddin,"Kyle McCulloch, Gosia Dobrowolska, Sarah Neville",100 min
741,754,Gold Diggers: The Secret of Bear Mountain ,Adventure,1995,https://m.media-amazon.com/images/M/MV5BOTc1NjA0YzYtYmFhYS00ZThkLWEzNzctODM3OTE2MmM4N2IyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Kevin James Dobson,"Christina Ricci, Anna Chlumsky, Polly Draper",93 min
742,755,Kim ,Children,1950,https://m.media-amazon.com/images/M/MV5BZWZhYTViYzQtNDM5ZS00MDI1LWE5YmEtMjA0MWM5MmUwOGEzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Victor Saville,"Errol Flynn, Dean Stockwell, Paul Lukas",113 min
743,756,Carmen Miranda: Bananas Is My Business ,Documentary,1994,https://m.media-amazon.com/images/M/MV5BMTM4ODQyMzM5MV5BMl5BanBnXkFtZTcwNDYzMjYxMQ@@._V1_SX300.jpg,Helena Solberg,"Helena Solberg, Eric Barreto, Cynthia Adler",91 min
744,757,Ashes of Time ,Drama,1994,https://m.media-amazon.com/images/M/MV5BMTc0NzMxMjI0MV5BMl5BanBnXkFtZTcwNzIwNzM5MQ@@._V1_SX300.jpg,Kar-Wai Wong,"Brigitte Lin, Maggie Cheung, Leslie Cheung",100 min
745,758,"Jar, The ",Drama,1992,https://m.media-amazon.com/images/M/MV5BMDQzYzgwOTktZGM3OS00MDkyLTg0YzUtNTk2ZTYwNjI2MTU0XkEyXkFqcGdeQXVyNDQ4Njc4OTQ@._V1_SX300.jpg,Sojo Yang,Sojo Yang,16 min
746,759,Maya Lin: A Strong Clear Vision ,Documentary,1994,https://m.media-amazon.com/images/M/MV5BYzAxODM4M2UtM2NhZS00OGJlLTlhNDYtMDc1MTkzZGY3Yjg3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Freida Lee Mock,Maya Lin,105 min
747,760,Stalingrad ,Drama,1993,https://m.media-amazon.com/images/M/MV5BZWQzNjA3OTEtYjhkMS00ZWIzLTkxMjItYWE3ZDM1Nzg3ZDdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Joseph Vilsmaier,"Dominique Horwitz, Thomas Kretschmann, Jochen Nickel",134 min
748,761,"Phantom, The ",Action,1996,https://m.media-amazon.com/images/M/MV5BMTIxMTcyMTE3MF5BMl5BanBnXkFtZTcwNTM5MDYxMQ@@._V1_SX300.jpg,Byung-chun Min,"Min-su Choi, Jung Woo-sung, Sol Kyung-gu",110 min
749,762,Striptease ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BYzM1OTQwZGItMTJlYy00NjJmLWEwOTMtMDQzNmU3ZGNiODJiL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,Andrew Bergman,"Demi Moore, Burt Reynolds, Armand Assante",115 min
751,764,Heavy ,Drama,1995,https://m.media-amazon.com/images/M/MV5BNjI1NmE1NWQtZTdiYS00MjY4LThiMGMtMDk4NzNhODJmZjMyXkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_SX300.jpg,James Mangold,"Pruitt Taylor Vince, Liv Tyler, Shelley Winters",105 min
752,765,Jack ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BZDYyYzAyNjctODM1Mi00ZjE4LWFmNTItZjRmOWUxODA1ODY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Francis Ford Coppola,"Robin Williams, Diane Lane, Brian Kerwin",113 min
753,766,I Shot Andy Warhol ,Drama,1996,https://m.media-amazon.com/images/M/MV5BNWJkZTI3ZGUtOWQ3Ni00Y2Y5LTgxYWEtODQ4Yjg4M2ZmMWQ3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Mary Harron,"Lili Taylor, Jared Harris, Martha Plimpton",103 min
755,768,Someone Else's America ,Drama,1995,https://m.media-amazon.com/images/M/MV5BZWQxNGI4MWYtOThlZi00Y2Q1LTljMTUtYmMwM2NhNzljYzNmXkEyXkFqcGdeQXVyMjM5MTg4MjQ@._V1_SX300.jpg,Goran Paskaljevic,"Tom Conti, Predrag 'Miki' Manojlovic, María Casares",96 min
757,770,Costa Brava ,Drama,1946,https://m.media-amazon.com/images/M/MV5BMTg3NDY5OTY0MV5BMl5BanBnXkFtZTcwMDYxOTI0MQ@@._V1_SX300.jpg,Marta Balletbò-Coll,"Desi del Valle, Marta Balletbò-Coll, Montserrat Gausachs",90 min
758,771,Life Is Rosy ,Comedy,1987,https://m.media-amazon.com/images/M/MV5BNDkxNzNlODctNDliMS00YjBmLWFkNGQtMWJlNDZlYzlhNDU2XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,"Benoît Lamy, Mweze Ngangura","Papa Wemba, Bibi Krubwa, Landu Nzunzimbu Matshia",80 min
759,772,Quartier Mozart ,Comedy,1992,https://m.media-amazon.com/images/M/MV5BNWFjNWFiMGItN2I1ZS00NWRiLTlkODMtOWZhYjFkNjdlZmM4XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,Jean-Pierre Bekolo,"Serge Amougou, Saïdou Abatcha, Timoléon Luc Boyogueno",80 min
761,774,Wend Kuuni ,Drama,1982,https://m.media-amazon.com/images/M/MV5BZjZjNDI1NTAtNGU5Ni00ZjNhLTg1NTMtMWIwMjk4YTQzN2ViXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg,Gaston Kaboré,"Serge Yanogo, Rosine Yanogo, Joseph Nikiema",75 min
762,775,Spirits of the Dead ,Horror,1968,https://m.media-amazon.com/images/M/MV5BNzg0Njk5Y2EtMDk4ZC00ODcwLTk2NDUtNjA0YTA0ODA1YWViXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg,"Federico Fellini, Louis Malle, Roger Vadim","Jane Fonda, Brigitte Bardot, Alain Delon",121 min
763,776,Babyfever ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BMjA3NTY2NjkzNl5BMl5BanBnXkFtZTcwNjUyMDQyMQ@@._V1_SX300.jpg,"Victoria Foyt, Henry Jaglom","Victoria Foyt, Matt Salinger, Frances Fisher",109 min
764,777,Pharaoh's Army ,War,1995,https://m.media-amazon.com/images/M/MV5BMTY0NTc2ODYwOV5BMl5BanBnXkFtZTcwMDU5MzYyMQ@@._V1_SX300.jpg,Robby Henson,"Chris Cooper, Patricia Clarkson, Kris Kristofferson",90 min
765,778,Trainspotting ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Danny Boyle,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller",93 min
766,779,'Til There Was You ,Drama,1997,https://m.media-amazon.com/images/M/MV5BMGRiMWZjNGMtMzE4MC00NzExLTkyMjQtYTNmYTYyOTM4ODQ4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Scott Winant,"Jeanne Tripplehorn, Dylan McDermott, John Plumpis",113 min
767,780,Independence Day ,Action,1996,https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Roland Emmerich,"Will Smith, Bill Pullman, Jeff Goldblum",145 min
768,781,Stealing Beauty ,Drama,1996,https://m.media-amazon.com/images/M/MV5BYWI2ODE4NzktODQ4Ny00MmU0LWI5MjYtNmUyZmVkNmY5MmI4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Bernardo Bertolucci,"Jeremy Irons, Liv Tyler, Carlo Cecchi",118 min
772,785,Kingpin ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_SX300.jpg,"Bobby Farrelly, Peter Farrelly","Woody Harrelson, Randy Quaid, Bill Murray",114 min
773,786,Eraser ,Action,1996,https://m.media-amazon.com/images/M/MV5BNDNlZGNkY2YtNjA1NS00NDZhLWFhZGEtMzlmMWIyMDI1M2ZiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,Chuck Russell,"Arnold Schwarzenegger, Vanessa Williams, James Caan",115 min
776,789,"I, the Worst of All ",Drama,1990,https://m.media-amazon.com/images/M/MV5BZWIwZmU1ODQtNDdmMS00MjQxLWEzMjUtOTE3MzJiYjM1OTdhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,María Luisa Bemberg,"Assumpta Serna, Dominique Sanda, Héctor Alterio",105 min
781,794,Midnight Dancers ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BMTQxMzMxNzcwN15BMl5BanBnXkFtZTcwNjE3NDYxMQ@@._V1_SX300.jpg,Mel Chionglo,"Alex Del Rosario, Gandong Cervantes, Lawrence David",100 min
782,795,Somebody to Love ,Drama,1994,https://m.media-amazon.com/images/M/MV5BZTE1N2RiOWQtNjdhYi00YmQ5LTlhODMtNDFmMTliZjM0NDgyXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,Alexandre Rockwell,"Rosie Perez, Harvey Keitel, Anthony Quinn",102 min
785,798,Daylight ,Action,1996,https://m.media-amazon.com/images/M/MV5BYjQ2NGVkMWYtY2U0Yy00ZDg3LTgwZGItMzhjOTBjOWQ4MGYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Rob Cohen,"Sylvester Stallone, Amy Brenneman, Viggo Mortensen",114 min
787,800,Lone Star ,Drama,1996,https://m.media-amazon.com/images/M/MV5BN2ViYzQ3YTAtZmQ5OS00ZWNkLWFkZWQtYTJiNTI1OWVlMzc0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,John Sayles,"Chris Cooper, Elizabeth Peña, Stephen Mendillo",135 min
788,801,Harriet the Spy ,Children,1996,https://m.media-amazon.com/images/M/MV5BY2UwOTQ0Y2QtZmM4NC00ZTRiLWIyZDUtMmIzYzg4MjQyNTUyXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,Bronwen Hughes,"Michelle Trachtenberg, Rosie O'Donnell, Gregory Smith",100 min
789,802,Phenomenon ,Drama,1996,https://m.media-amazon.com/images/M/MV5BMjAwMDA2NzEyMl5BMl5BanBnXkFtZTgwNTA2MjgxMTE@._V1_SX300.jpg,Jon Turteltaub,"John Travolta, Kyra Sedgwick, Forest Whitaker",123 min
790,803,Walking and Talking ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BODVjODIyNDYtZTU2Ny00MDIxLTg1ZTEtYjJlNDkyNDEzNDcwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Nicole Holofcener,"Catherine Keener, Anne Heche, Amy Braverman",86 min
791,804,She's the One ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BZTU0OWFjZTgtYmExNi00MDhiLTg1NmEtMTIxZDc4ZDNlOGU2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Edward Burns,"Edward Burns, Jennifer Aniston, John Mahoney",96 min
792,805,"Time to Kill, A ",Drama,1996,https://m.media-amazon.com/images/M/MV5BNTRjZjE2NzctOGNkNi00NDU3LWE2NzQtZWZiZjUxZmVjOGM5XkEyXkFqcGdeQXVyMTI0Nzk5NTQ2._V1_SX300.jpg,Giovani Barros,"Leandro Faria Lelo, Tero Queiroz, Philipe Faria",25 min
793,806,American Buffalo ,Crime,1996,https://m.media-amazon.com/images/M/MV5BN2Y4MDdhNjQtYjdhYi00M2ZjLThiZWEtZTYwMDRjNzU1YjQ1XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,Michael Corrente,"Dustin Hoffman, Dennis Franz, Sean Nelson",88 min
794,807,Rendezvous in Paris ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BMjY2ZmQ2YjItOTgxMi00OTYwLWE0N2UtZDBhYWRmZTZjNmI2XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,Gabi Kubach,"Claude Jade, Harald Kuhlmann, Barry Stokes",104 min
795,808,Alaska ,Adventure,1996,https://m.media-amazon.com/images/M/MV5BN2Y5OGE3OGMtMWQwMi00ODMxLTllZDMtMTk4NGFiYjA0NmI4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Fraser C. Heston,"Thora Birch, Vincent Kartheiser, Dirk Benedict",109 min
796,809,Fled ,Action,1996,https://m.media-amazon.com/images/M/MV5BMjA3N2Q4MmUtMzA5MC00ZWY1LWIxNDItYWZkOWFmZGNkNWU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Kevin Hooks,"Laurence Fishburne, Stephen Baldwin, Will Patton",98 min
797,810,Kazaam ,Children,1996,https://m.media-amazon.com/images/M/MV5BYzhiNzUyOGQtYjI5OC00NmYxLTgyNmMtMGM3N2U0OWJmNDhiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Paul Michael Glaser,"Shaquille O'Neal, Francis Capra, Ally Walker",93 min
799,813,Larger Than Life ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BNDg3NTYyYjktZWZjOC00ZTIwLTgwMzQtMDdjYjY1NmQxN2RlXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg,Howard Franklin,"Bill Murray, Matthew McConaughey, Jerry Adler",93 min
801,815,Power 98 ,Action,1996,https://m.media-amazon.com/images/M/MV5BMTA1NDAxMzQxMjBeQTJeQWpwZ15BbWU3MDM0NTkwMjE@._V1_SX300.jpg,Jaime Hellman,"Eric Roberts, Lisa Thornhill, Jason Gedrick",89 min
802,816,Two Deaths ,Drama,1995,https://m.media-amazon.com/images/M/MV5BNjkxMjAwNzM3M15BMl5BanBnXkFtZTcwMDAwNDEyMQ@@._V1_SX300.jpg,Nicolas Roeg,"Sonia Braga, Patrick Malahide, Ion Caramitru",99 min
804,819,Stefano Quantestorie ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BMjI1OTkyOTE5N15BMl5BanBnXkFtZTcwNTgyNDQzMQ@@._V1_SX300.jpg,Maurizio Nichetti,"Maurizio Nichetti, Elena Sofia Ricci, Amanda Sandrelli",92 min
805,820,Death in the Garden ,Drama,1956,https://m.media-amazon.com/images/M/MV5BYThjYzBhMGItNmI4MS00NjE5LWEyOWMtZWU3Y2FjNDEzNjc0XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,Luis Buñuel,"Simone Signoret, Georges Marchal, Charles Vanel",104 min
807,822,Hedd Wyn ,Drama,1992,https://m.media-amazon.com/images/M/MV5BMTI1ODU3NjI4M15BMl5BanBnXkFtZTcwNjA3ODcxMQ@@._V1_SX300.jpg,Paul Turner,"Huw Garmon, Catrin Fychan, Ceri Cunnington",123 min
808,823,"Collector, The ",Drama,1967,https://m.media-amazon.com/images/M/MV5BZTVkNWMwOGItY2Y3ZS00ZTQ0LWFjYjAtMDk5MDE1MGE2NjE0XkEyXkFqcGdeQXVyOTM3NzQwMDE@._V1_SX300.jpg,Shoji Kubota,"Houka Kinoshita, Aino Kuribayashi, Reiya Masaki",74 min
809,824,Kaspar Hauser ,Drama,1993,https://m.media-amazon.com/images/M/MV5BMjAxMDU3NTcxNF5BMl5BanBnXkFtZTYwMDY0Nzg4._V1_SX300.jpg,Peter Sehr,"André Eisermann, Udo Samel, Jeremy Clyde",139 min
810,825,Regular Guys ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BMzk0MTY3OTk5MF5BMl5BanBnXkFtZTcwMjQyMTQyMQ@@._V1_SX300.jpg,Rolf Silber,"Christoph M. Ohrt, Carin C. Tietze, Tim Bergmann",102 min
814,829,Joe's Apartment ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BNzczODMyNGUtNjRmOS00ZTA3LWIxOTgtOGE2YmYwZDA2YWU1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,John Payson,"Jerry O'Connell, Megan Ward, Billy West",80 min
816,831,Stonewall ,Drama,1995,https://m.media-amazon.com/images/M/MV5BMjE4MDY0Mjk0MV5BMl5BanBnXkFtZTgwMTkzMDY0NjE@._V1_SX300.jpg,Roland Emmerich,"Jeremy Irvine, Jonny Beauchamp, Joey King",129 min
817,832,Ransom ,Crime,1996,https://m.media-amazon.com/images/M/MV5BZTc0ZjNkYTktMmJmOS00OTJlLTg1NWUtMzQ5ZGMxM2NhY2M0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Ron Howard,"Mel Gibson, Gary Sinise, Rene Russo",121 min
818,833,High School High ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BMmQ4NzE5ZDItMzFjYi00MTU5LTliYjAtYzRjZDI4ZjQ4NzY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Hart Bochner,"Jon Lovitz, Tia Carrere, Louise Fletcher",86 min
819,834,Phat Beach ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BMTk4ODMxMzQzOF5BMl5BanBnXkFtZTYwMDk4NTU5._V1_SX300.jpg,Doug Ellin,"Jermaine Hopkins, Brian Hooks, Claudia Kaleem",89 min
820,835,Foxfire ,Drama,1996,https://m.media-amazon.com/images/M/MV5BMDFkZWEwMjAtY2E4MC00MjU5LTlkNzgtZWM4ZTVhZjhhM2EzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,Annette Haywood-Carter,"Hedy Burress, Angelina Jolie, Jenny Lewis",102 min
821,836,Chain Reaction ,Action,1996,https://m.media-amazon.com/images/M/MV5BZTkzZmQxZmQtZmJkMS00YmJlLWI0YmItMjcwYzBhM2E3NGQzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Andrew Davis,"Keanu Reeves, Morgan Freeman, Rachel Weisz",107 min
822,837,Matilda ,Children,1996,https://m.media-amazon.com/images/M/MV5BMWE2YTBhYzItZDAxZS00Mjc3LWIxNmYtMzljZjIxMGE1NmY2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Danny DeVito,"Danny DeVito, Rhea Perlman, Mara Wilson",102 min
823,838,Emma ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BN2E1YTUzZDAtODQ2YS00MWNjLWEzMzAtZjgwY2M3ZTcwOTJhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,Douglas McGrath,"Gwyneth Paltrow, James Cosmo, Greta Scacchi",120 min
825,840,House Arrest ,Children,1996,https://m.media-amazon.com/images/M/MV5BYWJiMGU3ODItMWRiZi00MjFjLWE1ZWItM2U1YTY5NmViMjk2XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg,Harry Winer,"Jamie Lee Curtis, Kevin Pollak, Kyle Howard",108 min
826,841,Eyes Without a Face ,Horror,1959,https://m.media-amazon.com/images/M/MV5BNjVjNDBkZjQtMTc4Ni00MTQ5LTkyNmYtNDE2NGMzYzdiOTVlXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg,Georges Franju,"Pierre Brasseur, Alida Valli, Juliette Mayniel",90 min
828,843,Lotto Land ,Drama,1995,https://m.media-amazon.com/images/M/MV5BMTkwMDUxMTQyNl5BMl5BanBnXkFtZTgwMzIwNDgwMzE@._V1_SX300.jpg,John Rubino,"Lawrence Gilliard Jr., Wendell Holmes, Barbara Gonzalez",87 min
831,846,Flirt ,Drama,1995,https://m.media-amazon.com/images/M/MV5BMTdiYjAyZWUtNWRkYy00Y2QxLWIxODQtNmU4ZTZkZTgzYzExXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,Hal Hartley,"Paul Austin, Robert John Burke, Martin Donovan",85 min
834,849,Escape from L.A. ,Action,1996,https://m.media-amazon.com/images/M/MV5BOWUzNTRmNTQtNWMwZS00MTg4LThhMDUtYmQ5OGQ5MmNmYzNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,John Carpenter,"Kurt Russell, Steve Buscemi, Stacy Keach",101 min
835,850,Cyclo ,Crime,1995,https://m.media-amazon.com/images/M/MV5BYmY1ZTQxNTYtZDgwOS00ZWU4LWI1MzUtNTBmZWM3OTZkZDk3XkEyXkFqcGdeQXVyNTM0MjIzNjc@._V1_SX300.jpg,Anh Hung Tran,"Le Van Loc, Tony Chiu-Wai Leung, Nu Yên-Khê Tran",123 min
836,851,Basquiat ,Drama,1996,https://m.media-amazon.com/images/M/MV5BMTk3NTk3MzU5N15BMl5BanBnXkFtZTgwNjIwMDcyMTI@._V1_SX300.jpg,Julian Schnabel,"Jeffrey Wright, Michael Wincott, Benicio Del Toro",107 min
837,852,Tin Cup ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BNDQxNzY1MzItZmU1Mi00MWI3LTk4ZjYtOTBlM2RmYTk1MTJjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Ron Shelton,"Kevin Costner, Rene Russo, Don Johnson",135 min
838,853,Dingo ,Drama,1991,https://m.media-amazon.com/images/M/MV5BZmExY2ZkN2UtMmEzNi00ZmFiLWJjNGMtNGNjYzczNGY2ODJkXkEyXkFqcGdeQXVyMTY1MTcxMzc@._V1_SX300.jpg,Rolf de Heer,"Colin Friels, Miles Davis, Helen Buday",109 min
841,856,Mille bolle blu ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BMWRlYjNjNjItODY2Yi00M2M3LWFkMjAtZjMwNGU0NWM2NTRlXkEyXkFqcGdeQXVyMjIyMDk1Nzg@._V1_SX300.jpg,Leone Pompucci,"Carla Benedetti, Matteo Fadda, Giacomo Fadda",87 min
842,857,Crows and Sparrows ,Drama,1949,https://m.media-amazon.com/images/M/MV5BMWUyYTk0MjItZmZmZS00NmI3LTk5NzUtYjJkYTBiNzNmMDZmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,Junli Zheng,"Dan Zhao, Yinyan Wu, Daolin Sun",113 min
843,858,"Godfather, The ",Crime,1972,https://m.media-amazon.com/images/M/MV5BNTkwYmM4NTAtYjgxYy00ZGY0LThhMDItZmI5ZDFhMzMzOTI0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAzMTc1NjE@._V1_SX300.jpg,Hriday Shetty,"Mehmood Akhtar, Nafisa Ali, Amrita Arora",146 min
845,860,"Maybe, Maybe Not ",Comedy,1994,https://m.media-amazon.com/images/M/MV5BMmQ0NGYwZjQtYmQ2OC00YThjLWJjMWMtZmMzM2Y5NTg5NDJlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Sönke Wortmann,"Til Schweiger, Katja Riemann, Joachim Król",93 min
846,861,Supercop ,Action,1992,https://m.media-amazon.com/images/M/MV5BNWJiMzMzMjAtNmIxZi00Yjk3LWFlYmItNzNiMGZmYjE0NWJlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Stanley Tong,"Jackie Chan, Michelle Yeoh, Maggie Cheung",91 min
847,862,Manny & Lo ,Drama,1996,https://m.media-amazon.com/images/M/MV5BMjMwNTc3MTI3OV5BMl5BanBnXkFtZTgwMDkzMTg5MDE@._V1_SX300.jpg,"Leon Gast, Ryan Moore","Jimmy Kimmel, Sardo Mejia, Liam Neeson",88 min
848,864,"Wife, The ",Comedy,1995,https://m.media-amazon.com/images/M/MV5BZDYzZDA3OGMtNGQwMS00YTYzLTkxZDItZDFlNDllZjNkNzNmXkEyXkFqcGdeQXVyMTIyNjQ1OTMy._V1_SX300.jpg,Tôya Satô,"Haruka Ayase, Rei Dan, Fumiyo Kohinata",119 min
849,865,Small Faces ,Drama,1996,https://m.media-amazon.com/images/M/MV5BMTM4NTMzODI3MV5BMl5BanBnXkFtZTcwMjIxNjIyMQ@@._V1_SX300.jpg,Gillies MacKinnon,"Iain Robertson, Joe McFadden, Steven Duffy",108 min
850,866,Bound ,Crime,1996,https://m.media-amazon.com/images/M/MV5BNjcwN2RhYWYtOWY1NC00M2JkLTllYWItYzZhOTg4NjZmMDcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Lana Wachowski, Lilly Wachowski","Jennifer Tilly, Gina Gershon, Joe Pantoliano",109 min
851,867,Carpool ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BYjQ4ZDI4M2UtNmY4OS00YjgxLWFkMjMtZDgzMjg3NThkMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Arthur Hiller,"Tom Arnold, David Paymer, Rhea Perlman",89 min
852,868,Death in Brunswick ,Comedy,1991,https://m.media-amazon.com/images/M/MV5BMjA5OTk1Nzg3MF5BMl5BanBnXkFtZTcwNTE5OTUxMQ@@._V1_SX300.jpg,John Ruane,"Sam Neill, Zoe Carides, John Clarke",109 min
853,869,Kansas City ,Crime,1996,https://m.media-amazon.com/images/M/MV5BODE1ZjIwMjYtMmFhMC00NGZiLTgxNmUtYTVmYTg1MDg2NDBkXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg,Robert Altman,"Jennifer Jason Leigh, Miranda Richardson, Harry Belafonte",116 min
854,870,Gone Fishin' ,Comedy,1997,https://m.media-amazon.com/images/M/MV5BZmFlMWMwYmUtMGEwNS00ZWVlLTlkNjctYTQ4NWUxMTIxOTg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Christopher Cain,"Joe Pesci, Danny Glover, Rosanna Arquette",94 min
855,871,Lover's Knot ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BMjE1NjYzNjM1NV5BMl5BanBnXkFtZTYwMzQ5OTE5._V1_SX300.jpg,Peter Shaner,"Billy Campbell, Jennifer Grey, Tim Curry",82 min
856,872,Vive L'Amour ,Drama,1994,https://m.media-amazon.com/images/M/MV5BNjQzMzA5NjQwMF5BMl5BanBnXkFtZTgwNzE1MzU2MzE@._V1_SX300.jpg,Ming-liang Tsai,"Chao-jung Chen, Kang-sheng Lee, Kuei-Mei Yang",118 min
857,873,Shadow of Angels ,Drama,1976,https://m.media-amazon.com/images/M/MV5BOTkxOTdiY2ItZTAzNy00YjAzLWIzYTktMTUyYzE2MDFlNGIyXkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1_SX300.jpg,Daniel Schmid,"Ingrid Caven, Rainer Werner Fassbinder, Annemarie Düringer",101 min
858,874,Killer: A Journal of Murder ,Crime,1995,https://m.media-amazon.com/images/M/MV5BYTY4MzdjOWUtMjA4YS00MWYwLTk1MzEtOWVhNjcwYzYwOTc4XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,Tim Metcalfe,"James Woods, Robert Sean Leonard, Ellen Greene",91 min
